"competition_1_(1+1)_ES_block_crossover.log","competition_1_(1+1)_ES_block_mutate.log","competition_1_(5+10)_ES_block_crossover.log","competition_1_(5+10)_ES_block_mutate.log","competition_3_(1+1)_ES_block_crossover.log","competition_3_(1+1)_ES_block_mutate.log","competition_3_(5+10)_ES_block_crossover.log","competition_3_(5+10)_ES_block_mutate.log","ks1_(1+1)_ES_block_crossover.log","ks1_(1+1)_ES_block_mutate.log","ks1_(5+10)_ES_block_crossover.log","ks1_(5+10)_ES_block_mutate.log","ks2_(1+1)_ES_block_crossover.log","ks2_(1+1)_ES_block_mutate.log","ks2_(5+10)_ES_block_crossover.log","ks2_(5+10)_ES_block_mutate.log"
"9.438624645754876E-4","9.435264695239397E-4","9.375690241071067E-4","9.370018279291085E-4","0.0010420278286731998","0.0010424099467196187","0.0010338469229634684","0.0010329686983115626","0.001400283880885389","0.00139886690106103","0.0013921535061654612","0.0013900975512464392","0.0018207797165105061","0.001818932612853142","0.001809796925734154","0.0018072242227017239"
"9.431730811585595E-4","9.430726921469761E-4","9.375401590633759E-4","9.372131169010023E-4","0.001043259724384174","0.0010419656935205107","0.001033479463568391","0.0010339822254851667","0.001403437410478718","0.0014002272415762002","0.0013938508377864898","0.0013934132816591468","0.0018240847876477518","0.0018133883357570623","0.0018066117118836576","0.0018110773216407205"
"9.441740366017583E-4","9.435808137966453E-4","9.374437458898434E-4","9.372407752630879E-4","0.0010418302047895366","0.0010422526697490987","0.001033518074063211","0.001032660270698467","0.001399597919178577","0.0013980482157194894","0.0013942934760174997","0.001389698234534407","0.001824028228088386","0.001825458822982683","0.0018034655461620975","0.0018027295787148888"
"9.436988619069617E-4","9.429765877949725E-4","9.372253145905603E-4","9.373172025821897E-4","0.0010421813772041714","0.0010411012253953489","0.001032455247358407","0.0010337455330960072","0.0014008818340898591","0.0013999095316406507","0.001391333089221518","0.0013939230260355817","0.0018244233322955194","0.001821444250376283","0.0018022577978740598","0.0018075570332720566"
"9.436355043131805E-4","9.437778202337677E-4","9.372696291271423E-4","9.371707177745964E-4","0.0010414463044462717","0.0010422878771747229","0.001033208822883892","0.0010334743856210903","0.0013994868133469084","0.0014016755628189393","0.0013925582104305388","0.0013925849068952244","0.0018215895478399117","0.001823351714833006","0.0018064888862422152","0.0018061358225801337"
"9.443441843794633E-4","9.437658875739481E-4","9.376337706464369E-4","9.375744458766709E-4","0.0010411689590604787","0.0010427397466837166","0.0010346005414250102","0.0010331610623660527","0.00139670335543521","0.0014005231049765345","0.0013909514872575027","0.0013929069232978947","0.0018217781030266103","0.0018219135114867827","0.0018084957580026145","0.001806618170115738"
"9.438030589741909E-4","9.439548022528775E-4","9.376210895665016E-4","9.370287640059736E-4","0.0010423446532900568","0.001041265507474313","0.0010332933480340445","0.0010330458551427266","0.0014000407505152768","0.0014000666057375297","0.0013945493601479136","0.0013934481103444775","0.0018249802569892152","0.0018183486207287002","0.0018095249701917666","0.0018067869612223685"
"9.432983986777165E-4","9.435884661182633E-4","9.365015137184195E-4","9.369181178822239E-4","0.0010410528073807215","0.0010423021812987188","0.0010334984177101287","0.001034651848205665","0.001399023330070755","0.0013987571742376387","0.001392966127321665","0.0013938979956373805","0.0018212793514978008","0.0018226252977989786","0.0018088877284836448","0.0018077255316763185"
"9.435482236031633E-4","9.423999023528348E-4","9.382020702564741E-4","9.376433098203636E-4","0.0010435300345987043","0.0010426197402934123","0.0010338285504381732","0.0010338093685242748","0.0013999889286868384","0.0014035930578753875","0.001392799951817425","0.001392771264472246","0.0018215470007529617","0.0018150663157050209","0.0018109995216285559","0.0018062358557658707"
"9.432372971064723E-4","9.41661238977829E-4","9.373537761219494E-4","9.368490135884036E-4","0.001040997053162561","0.0010426872592439397","0.001033320129481513","0.0010326605900069894","0.0014017860715418756","0.001403948512626979","0.001389529932812768","0.0013926481416783594","0.0018232014099984774","0.0018223087998363997","0.001808760808260122","0.00180919563118443"
"9.433593933749773E-4","9.435776198218021E-4","9.38058384853811E-4","9.369214567083446E-4","0.0010413597379009601","0.0010422691060695422","0.0010327697380257453","0.001033031387332349","0.0014023296142244026","0.001400526670001454","0.0013924827303588027","0.0013880911762809058","0.0018213864557928617","0.00182241730397307","0.0018079429408238488","0.0018061396286102615"
"9.426610726251823E-4","9.419608954834586E-4","9.371055249633127E-4","9.363838593394808E-4","0.0010416869125880546","0.0010416470522482519","0.0010336738095675303","0.0010337376270716837","0.0014034613550197553","0.0014050762118665743","0.001394463413476773","0.0013933711289389587","0.0018282826637192257","0.0018241850986926355","0.001809378361101079","0.0018072709168410355"
"9.430674225041245E-4","9.427129806618033E-4","9.379034697628788E-4","9.383200200751484E-4","0.0010416360916416904","0.0010426459343038058","0.0010330304659035274","0.001033463987659642","0.0013989885044252855","0.0014014639395456918","0.0013912160252497856","0.001388387481189948","0.001816986061547895","0.0018216973710099386","0.0018074085958630732","0.001808584852121207"
"9.43575999877572E-4","9.422645696249715E-4","9.379750637150902E-4","9.37929165552191E-4","0.0010424701575505783","0.0010430331452884896","0.001033093352308256","0.0010334715950890854","0.0013970883585324421","0.001401500913200485","0.0013927007584746463","0.001391952503613348","0.0018242975217215153","0.0018227508017146592","0.001799529242759443","0.001805993892640959"
"9.429686734377874E-4","9.432504670163413E-4","9.373526157907936E-4","9.375820742143985E-4","0.0010428420073424574","0.0010409184177164418","0.001033093624841624","0.0010328299752597203","0.0014027719105118449","0.0014002508656510123","0.0013929000102655203","0.0013896743013045564","0.0018213698849013833","0.0018274337563721592","0.0018072126289705214","0.0018104675363594688"
"9.435390617493186E-4","9.445166565759732E-4","9.369200365996548E-4","9.372118204866495E-4","0.0010427114505994245","0.0010422314961453865","0.001033670053788465","0.0010327331455958768","0.0014013147362582305","0.0014006476890299705","0.0013934274531571622","0.0013888254267608242","0.00182247618661866","0.0018279449482366816","0.0018104094914747908","0.0018048231873045962"
